Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
AB251181	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l4	94	71	48	46	128	108	185	129	54	45	38	71
Snw1	3192	3120	3170	2538	5380	1286	5916	2069	2609	3169	1829	3036
Abca7	270	196	323	250	257	266	323	336	225	268	164	347
AK139516	269	274	394	250	461	327	519	278	213	416	335	389
Olfr1239	0	0	0	0	1	0	0	0	0	0	0	0
DQ693245	0	0	0	0	0	0	0	0	0	0	0	0
Med27	307	243	388	277	580	153	646	254	329	276	217	381
Olfr147	0	0	1	0	0	0	1	0	0	0	0	0
Ly6c2	4	0	0	0	0	1	2	1	5	0	0	0
Olfr694	0	0	0	0	0	0	1	0	0	0	1	0
Olfr1425	0	0	0	0	0	0	0	0	0	0	0	0
Doxl2	0	3	7	0	13	0	6	0	0	0	5	7
Tmem86b	44	42	58	51	85	29	95	35	27	78	47	88
Rab23	473	345	497	388	652	316	702	434	356	491	368	510
Zfp14	85	109	65	57	217	97	255	114	106	91	68	99
AK019366	2	5	7	8	3	4	4	1	5	3	9	3
Kyat3	435	191	159	119	322	132	361	191	365	124	67	164
Ric3	61	125	371	272	223	115	236	189	41	422	351	379
DQ550909	0	0	0	0	0	0	0	0	0	0	0	0
DQ566114	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc144b	0	0	0	6	3	4	0	0	0	0	7	0
Cdc42	9917	6079	6256	5334	10668	4515	11683	6701	7627	6186	4065	6132
Ccdc42	3	4	48	12	12	0	6	0	1	18	12	15
Wdr27	1	0	6	0	2	4	6	0	1	4	0	2
Tmub1	114	157	182	157	284	83	312	152	125	195	108	203
Olfr38	0	0	0	0	0	0	0	0	0	0	2	0
Pmp22	1247	94	212	105	211	313	227	458	904	199	89	205
Zfp526	345	259	349	223	459	222	489	259	279	374	227	343
DQ725779	0	0	0	0	0	0	0	0	0	0	0	0
Rad17	758	745	693	559	1331	319	1408	482	632	729	439	763
DQ558026	0	0	0	0	0	0	0	0	0	0	0	0
DQ686438	0	0	0	0	0	0	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0	0	0	0	0	0	0
DQ687551	0	0	0	0	0	0	0	0	0	0	0	0
Tex50	0	1	0	4	2	2	3	1	1	1	4	2
Mad2l2	222	252	312	224	467	123	533	257	218	291	143	293
Rps2	52071	31608	56458	42745	70256	16266	81018	27064	45563	37159	31326	54856
Nck1	742	540	586	440	1000	384	1052	544	555	639	371	622
Sema4c	1084	1193	1252	983	2133	600	2246	877	983	1127	812	1340
Snrpb2	1957	1480	1692	1301	3031	669	3292	1028	1601	1440	942	1681
DQ718113	0	0	0	0	0	0	0	0	0	0	0	0
Olfr598	0	0	0	0	1	0	0	2	0	0	0	0
Vmn1r192	0	0	0	0	0	0	0	0	0	0	0	1
Plxna1	2283	2312	2935	2451	3976	2203	4399	2714	1911	3497	2817	3107
DQ688193	0	0	0	0	0	0	0	0	0	0	0	0
Mir6359	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r32	7	3	13	6	12	1	13	1	1	9	7	7
Fam19a3	1	7	1	1	26	7	27	4	4	1	2	1
Olfr1206	0	0	0	2	0	0	0	0	0	0	0	0
DQ687208	0	0	0	0	0	0	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0	2	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0	0	0	0	1	0	0
Vmn1r39	0	0	0	0	1	0	0	0	0	3	1	0
AK145113	21	35	20	19	69	24	96	18	14	23	32	33
Rnf214	731	667	804	653	1157	594	1266	824	609	965	734	861
AK040960	26	1	1	6	3	1	3	3	20	0	0	3
DQ685531	0	0	0	0	0	0	0	0	0	0	0	0
DQ694005	0	0	0	0	0	0	0	0	0	0	0	0
4833438C02Rik	41	28	33	35	74	43	81	55	34	52	38	43
AB351301	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	1897	848	1114	892	1818	705	2080	1133	1808	1036	795	1146
AK044006	2	6	4	2	7	3	14	4	2	4	6	6
Mfsd8	145	126	125	133	190	137	242	150	127	114	95	129
Fcrla	0	0	0	0	2	0	1	1	0	1	0	0
Mir764	0	0	0	0	0	0	0	0	0	0	0	0
AK132898	135	299	293	293	592	70	660	86	96	255	278	249
Cyp4v3	50	29	6	17	51	59	38	80	32	15	13	17
Tmem254b	413	376	391	362	692	264	868	389	325	295	208	291
Rabgef1	281	292	254	261	459	213	523	293	280	283	176	301
Zfc3h1	1460	1344	1643	1164	2286	1347	2569	1571	999	1816	1134	1612
Olfr914	0	0	0	0	1	0	0	0	0	3	0	0
Olfr883	0	0	0	0	0	0	0	0	0	0	0	0
DQ709017	0	0	0	0	0	0	0	0	0	0	0	0
DQ560483	0	0	0	0	0	0	0	0	0	0	0	0
DQ722227	0	0	0	0	0	0	0	0	0	0	0	0
Rnls	56	48	40	33	109	34	103	59	65	40	21	59
DQ687046	0	0	0	0	0	0	0	0	0	0	0	0
Unc93a	0	0	1	0	2	0	4	0	1	0	0	0
Phf8	614	497	724	560	901	486	1138	582	464	940	660	720
Hscb	244	132	153	138	340	89	398	129	212	102	99	201
Prr15	39	2	37	53	8	40	8	79	32	32	28	35
Mir6353	0	0	0	1	0	0	0	0	0	0	0	0
Ppp1r2-ps3	2	0	0	2	1	5	4	0	0	2	0	2
Tmem106c	209	189	268	255	371	153	395	286	206	240	216	293
Ttll2	0	1	0	0	2	0	0	1	0	0	0	0
Eme2	700	756	683	518	1257	492	1397	708	627	696	427	782
Mir195a	0	0	0	0	0	0	0	0	0	0	0	0
DQ702619	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc2	578	578	662	469	950	245	977	378	444	648	407	570
AK030308	166	113	109	83	226	144	195	157	142	115	67	118
AB335922	0	0	0	0	0	0	0	0	0	0	0	0
Clspn	1738	1756	2261	1521	2987	615	3209	902	1438	2369	1534	1893
Adgrb3	84	20	112	101	51	162	42	180	65	117	167	136
AK136882	281	393	494	370	881	510	934	440	215	715	724	498
AK080972	56	27	51	31	61	45	57	37	23	59	45	47
Olfr108	0	0	0	0	2	0	1	0	0	0	0	0
Sim1	1	91	295	122	149	124	135	215	1	391	178	325
Hist1h2bq	28	10	30	18	36	16	28	14	16	16	22	22
Mir5619	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa2	1867	945	1168	1131	2674	758	3248	1232	1933	754	883	1522
FJ541103	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	1832	1365	1616	1232	2785	876	3040	1210	1633	1420	1072	1667
AK133142	24	22	41	17	41	30	27	19	12	23	35	52
DQ544672	0	0	0	0	0	0	0	0	0	0	0	0
DQ555790	0	0	0	0	0	0	0	0	0	0	0	0
Arnt2	1227	1191	1222	1198	2135	768	2275	1266	983	1498	1164	1311
Actg2	230	3	12	3	7	24	9	18	575	11	4	21
DQ696184	0	0	0	0	0	0	0	0	0	0	0	0
KY468155	0	0	0	0	0	0	0	0	0	0	0	0
Snrpn	7	0	2	24	7	0	6	28	0	2	21	19
AK046369	31	35	45	20	57	23	44	19	19	29	18	19
Pkdrej	23	5	10	4	12	11	24	30	20	5	8	4
9530068E07Rik	3578	1969	1943	1835	3442	1532	3845	2432	3002	1926	1382	2057
Bbs9	502	399	362	280	676	269	789	447	386	410	259	377
Dach2	141	214	288	215	347	48	382	85	126	328	233	273
Lppos	23	3	15	29	45	14	31	30	28	16	6	18
Snrnp27	961	608	769	675	1404	396	1696	563	834	558	398	754
Slc25a47	146	102	124	161	200	73	225	108	131	142	88	150
DQ702678	0	0	0	0	0	0	0	0	0	0	0	0
DQ554484	0	0	0	0	0	0	0	0	0	0	0	0
Mir135a-2	0	0	0	0	0	0	0	0	0	0	0	0
Etf1	5367	4726	5479	4257	8387	1851	8898	2685	4565	5427	3434	5218
AK009869	0	0	1	2	0	2	0	4	0	1	1	3
D530049I02Rik	0	0	0	0	5	0	4	0	0	0	0	0
DQ545125	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb39	467	555	913	603	1049	335	1123	569	377	1179	813	844
BC030470	54	67	106	54	124	45	115	48	35	88	66	85
Lmbr1	314	205	274	221	440	244	401	301	231	272	194	267
Bpifb1	1	0	0	2	0	0	0	0	0	0	0	0
DQ719961	0	0	0	0	0	0	0	0	0	0	0	0
Nnat	4121	11886	7726	12092	23992	3677	25288	7906	3487	7000	7095	10608
Pif1	631	525	665	540	914	234	981	296	493	655	485	667
Cd37	28	20	30	25	41	20	53	26	21	34	24	34
DQ699876	0	0	0	0	0	0	0	0	0	0	0	0
DQ706184	0	0	0	0	0	0	0	0	0	0	0	0
Zfp74	328	279	285	189	418	201	484	254	216	343	211	267
Ltk	7	1	1	2	4	2	4	2	9	3	2	5
Hip1r	215	421	364	408	717	338	806	494	224	366	267	325
Slamf7	1	0	0	0	2	2	1	2	2	1	4	0
Ank3	564	1530	1849	1251	2612	1484	2869	2015	532	2162	1437	2088
Gm12522	32	16	18	20	54	14	44	29	28	16	22	18
AK169549	9	12	21	20	19	15	27	4	6	19	20	20
Pramel4	0	4	6	5	5	2	17	4	0	4	4	1
Timm23	3010	2015	2918	2132	4341	997	5105	1632	2687	1949	1564	2920
Ormdl3	1195	864	839	762	1631	648	1671	1034	1131	767	558	1002
Frmd8	1176	868	1047	875	1609	465	1672	698	1069	1032	596	1066
Slc13a5	0	4	2	10	15	39	15	38	2	5	9	4
DQ704746	0	0	0	0	0	0	0	0	0	0	0	0
AK162036	17	13	26	6	38	25	27	20	13	28	12	20
Lrsam1	277	205	254	170	374	302	419	384	260	234	173	249
Tmem245	919	769	1021	746	1491	752	1576	888	759	1024	772	1015
C3ar1	161	37	36	42	59	92	64	107	178	26	17	35
Tor2a	784	482	541	465	886	334	887	526	713	373	330	563
Rbbp7	7363	4472	5071	3663	8523	2686	9047	4122	6354	4442	3256	5077
Mir5098	0	0	0	0	0	0	0	0	0	0	0	0
AK086465	70	92	128	92	134	108	146	93	47	131	105	114
Defb4	0	0	0	0	1	0	0	0	0	0	0	0
Uqcrh	4007	2113	2617	2217	5386	1630	6063	2338	3683	1742	1575	3178
Fam92a	1642	1279	1024	894	2115	865	2582	1192	1383	926	652	1080
Manea	644	680	822	658	992	347	1208	514	510	778	562	813
AK029633	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	2	0	0	0	0	0
St3gal4	589	348	263	223	639	304	699	429	422	185	141	261
DQ692040	0	0	0	0	0	0	0	0	0	0	0	0
Prdm14	0	0	1	0	1	0	3	2	0	1	1	3
Mir671	0	0	0	0	0	0	0	0	0	0	0	0
AK080941	29	33	71	28	53	45	71	63	20	44	30	69
AK169777	678	663	785	587	1256	459	1269	627	544	820	524	776
Armc6	441	300	405	341	520	220	618	364	460	426	298	521
Gm13078	0	0	0	0	3	0	1	0	0	1	2	0
Mir3067	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	12	2	34	21	6	13	13	14	11	35	10	36
Pdzk1ip1	62	38	51	40	117	21	107	17	65	20	19	96
DQ706325	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d2b	2102	744	830	686	1358	1295	1512	1822	1737	868	624	874
Opn3	123	131	248	197	294	56	311	94	91	233	186	204
Tmem163	24	27	48	57	73	46	69	58	40	55	83	80
F12	10	1	0	3	2	0	7	2	0	2	2	4
DQ549643	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh1	80	42	85	249	52	177	67	295	83	192	169	173
DQ695884	0	0	0	0	0	0	0	0	0	0	0	0
AB339701	0	0	0	0	0	0	0	0	0	0	0	0
DQ688573	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d21	0	0	0	0	0	0	0	0	0	0	1	0
Gm15517	0	0	0	0	1	2	0	0	1	0	0	1
Ing3	518	556	512	344	950	312	964	409	455	482	350	469
Gna11	2053	1415	1513	1145	2454	890	2806	1442	1738	1480	1013	1549
Rbfox3	10	21	20	29	61	37	59	55	24	48	50	41
AK157795	44	27	61	35	54	47	83	40	37	55	27	54
Lep	0	0	0	2	3	0	2	0	0	1	1	0
Slc38a1	1402	2627	3546	2336	4903	1316	5270	1607	1164	3972	2788	3359
Tceal7	4	5	19	2	33	162	28	223	71	17	2	50
DQ552053	0	0	0	0	0	0	0	0	0	0	0	0
DQ718653	0	0	0	0	0	0	0	0	0	0	0	0
Pdxk-ps	2	1	1	4	4	1	3	3	0	7	2	1
AK218851	0	10	0	0	3	0	6	0	0	0	0	0
Car11	61	48	201	77	132	115	139	182	75	120	19	201
A930012L18Rik	21	7	33	15	30	12	10	21	36	14	6	39
Anxa9	17	38	24	14	53	20	41	43	16	22	14	18
NM_001145878	0	2	1	0	4	1	0	0	0	1	1	0
AK035229	19	33	35	18	45	16	52	36	18	33	17	39
Muc20	1	0	0	0	2	3	1	1	2	3	9	2
AK020985	0	1	5	4	1	0	2	0	0	8	9	7
Oas1d	0	0	0	0	1	0	0	0	0	1	0	0
Art1	15	17	16	10	27	42	40	75	20	13	7	22
Prl6a1	0	0	0	0	0	0	1	0	0	0	0	0
Med29	447	290	396	312	652	177	802	284	409	302	281	385
Coa4	111	65	103	74	212	36	194	87	108	67	55	104
2810408I11Rik	75	78	100	92	189	27	188	29	74	96	71	104
Arhgef4	109	124	138	143	232	163	238	239	78	157	132	215
Zfp263	844	791	811	644	1385	622	1541	821	669	802	484	808
Gm13034	5	14	8	3	19	3	11	2	0	4	10	7
Fabp3	147	24	70	51	54	65	57	88	245	34	29	63
TCRAV3	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-2	0	0	20	26	2	0	2	2	0	15	35	10
Pde11a	1	4	9	0	3	14	7	19	5	9	4	7
Rgs22	18	14	11	11	24	19	28	21	10	16	11	14
DQ704334	0	0	0	0	0	0	0	0	0	0	0	0
Rasl10b	106	70	256	124	164	129	173	191	134	278	147	287
BC071190	53	63	39	39	106	74	92	43	39	69	51	67
Gm9731	0	0	0	0	0	0	0	0	0	0	0	1
Zfp955a	1001	737	545	526	1280	479	1257	690	751	602	389	641
Vwf	185	82	304	263	147	294	171	357	450	291	127	462
Ttc39c	289	293	221	236	510	170	622	264	261	231	117	260
R74862	130	141	121	96	229	117	291	192	166	100	76	144
Pan2	1054	907	1171	943	1657	603	1816	790	933	1191	858	1177
1700066M21Rik	432	290	226	188	460	206	440	253	338	239	128	238
Olfr206	0	0	0	0	0	0	0	2	0	0	0	0
DQ714391	0	0	0	0	0	0	0	0	0	0	0	0
Plbd2	609	297	414	337	607	299	654	437	516	382	278	452
Stt3b	4559	3665	4178	3367	6707	2352	7130	3244	3681	4461	3048	4320
Olfr1535	0	2	0	0	0	0	0	0	0	0	0	1
Ssu2	14	15	5	3	21	8	12	9	20	6	3	5
Celf3	35	13	258	336	44	115	46	152	43	338	300	480
DQ696815	0	0	0	0	0	0	0	0	0	0	0	0
Gm13539	0	0	0	0	1	0	1	0	0	0	0	0
Rnf6	518	399	429	306	659	336	788	429	433	442	266	471
Olfr313	0	0	0	0	1	0	1	0	0	0	0	0
Olfr1495	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb24	476	457	459	332	806	328	847	465	432	493	308	505
Cherp	582	359	770	587	825	418	830	506	450	869	621	697
X63927	0	0	0	0	0	0	0	0	0	0	0	0
Ggct	64	63	83	58	122	36	117	49	50	77	50	93
DQ546340	0	0	0	0	0	0	0	0	0	0	0	0
DQ725198	0	0	0	0	0	0	0	0	0	0	0	0
Acr	3	0	3	0	8	5	0	5	1	0	1	0
Tas2r129	0	0	0	0	0	0	1	0	0	0	0	0
AB347733	0	0	0	0	0	0	0	0	0	0	0	0
Gm960	22	21	14	17	49	13	50	10	18	11	4	4
Abhd15	73	24	51	75	54	22	47	33	42	41	41	69
Fam171a2	2315	1602	1564	1424	3094	1369	3033	2143	2081	1611	1144	1821
E130201H02Rik	1	1	5	5	6	2	6	8	0	4	6	8
Gm14440	1078	700	722	608	1191	696	1257	833	758	761	499	754
AK210555	0	0	0	0	0	0	0	0	0	0	0	0
DQ563521	0	0	0	0	0	0	0	0	0	0	0	0
Asna1	1880	1497	1745	1406	3145	644	3359	1157	1697	1474	971	1726
Wnt16	0	27	296	17	46	78	48	53	3	302	14	352
Bace2	207	9	9	6	16	67	22	97	193	15	12	18
Mir1251	0	0	0	0	0	0	0	0	0	0	0	0
Lsmem1	5	0	4	2	3	4	1	6	9	1	1	1
AB347857	0	0	0	0	0	0	0	0	0	0	0	0
Brsk1	160	195	255	200	300	146	355	239	134	297	165	320
BC041149	14	29	28	9	40	24	52	14	14	19	20	28
Mboat7	868	568	533	470	1045	543	1059	718	691	525	377	620
DQ568030	0	0	0	0	0	0	0	0	0	0	0	0
Robo1	2031	2067	2069	1618	3568	2454	3953	3395	1520	2283	1633	2337
March11	3	13	7	8	9	5	23	14	4	10	5	12
Crygn	5	6	7	2	4	1	9	6	5	5	5	3
Lrrc32	85	66	62	70	82	99	96	114	82	76	52	84
Capn11	3	15	0	2	20	0	19	0	0	9	2	22
Laptm4a	6205	3821	3210	2589	7829	3200	8237	5324	5638	2176	1713	3435
AK005187	389	444	770	529	765	684	891	596	262	774	607	712
Vmn2r92	0	0	0	0	0	0	0	0	0	0	0	0
Mir299a	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	774	166	170	185	251	178	312	229	581	224	138	249
Lypd5	0	0	0	0	2	2	0	0	0	0	2	0
AK216043	9	0	0	13	16	14	0	18	0	0	27	19
Zfp110	1253	836	816	628	1544	515	1610	832	1043	853	505	840
Ldhb	1392	1725	1405	1845	3505	932	3802	1437	1345	1245	1078	1818
AK136863	67	52	151	76	78	70	91	70	43	142	89	137
DQ541066	0	0	0	0	0	0	0	0	0	0	0	0
Klf10	508	378	387	373	750	339	753	416	468	462	276	445
AK179207	112	213	0	54	241	28	172	90	50	159	0	122
Fyttd1	2949	2178	1859	1707	3819	1289	4039	1788	2214	2127	1394	2098
Ptch2	420	155	158	170	255	292	349	443	341	115	190	134
Ncl	8732	8602	11916	7694	14921	3918	15857	5504	7322	12696	7574	10928
Gm3143	0	0	0	1	4	0	0	0	0	2	0	4
AK139513	99	95	166	113	220	119	245	109	59	201	228	158
AK082862	25	44	46	21	44	46	55	41	9	52	43	42
Tmem88	269	127	203	159	301	81	353	100	255	139	116	198
Itgav	2002	1679	1166	1114	2835	1409	3080	1747	1535	1372	882	1424
DQ540451	4	0	0	0	0	0	0	0	0	0	0	0
Mir5710	0	0	0	0	0	0	0	0	0	0	0	0
DQ685618	0	0	0	0	0	0	0	0	0	0	0	0
6820408C15Rik	16	4	4	7	7	5	11	6	10	10	10	9
Olfr773	0	3	0	0	0	0	0	0	0	0	3	0
Ece1	1139	866	1084	933	1657	1183	1715	1642	1038	1118	781	1200
DQ727054	0	0	0	0	0	0	0	0	0	0	0	0
AK031372	6	4	12	7	10	17	10	13	1	14	3	7
Stfa1	24	6	2	10	7	50	3	35	44	2	2	2
Tmem243	82	52	124	82	195	40	172	37	86	67	62	100
Snord66	0	0	0	0	0	0	0	0	0	0	0	0
Alox5ap	57	16	17	22	53	27	47	53	51	17	13	28
Trim30d	9	2	2	2	8	8	8	7	12	1	3	2
Theg	1	0	0	0	0	0	0	0	0	0	0	0
AK020216	9	15	41	17	14	26	20	26	10	24	14	29
DQ725169	0	0	0	0	0	0	0	0	0	0	0	0
Zic2	1	403	894	721	774	59	873	267	1	1057	741	884
E330011O21Rik	1	0	2	4	1	5	3	1	1	3	1	1
E330017A01Rik	0	0	0	0	0	0	1	0	0	0	0	0
Anxa7	1071	806	549	585	1330	731	1471	1007	872	506	392	633
Zfp317	1242	1203	1147	888	1900	677	2073	880	1037	1184	702	1100
DQ703767	0	0	0	0	0	0	0	0	0	0	0	0
Sema3g	168	58	127	110	106	104	134	174	125	116	52	179
Nfkb1	1454	788	971	791	1409	824	1486	1109	1183	1030	676	958
Rsf1os2	18	17	21	18	33	17	35	16	11	36	24	27
Olfr1188	0	0	0	0	0	0	0	0	1	0	0	0
Vcpkmt	166	166	126	129	325	100	378	130	168	102	85	168
Gcnt2	102	85	139	80	133	154	107	143	98	173	75	142
Pou4f2	0	0	16	12	4	4	2	12	1	22	13	21
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Magea2	0	0	0	0	0	0	0	0	0	0	0	0
Bcas3	525	408	318	256	722	309	779	487	398	384	242	452
Olfr905	0	0	0	0	2	1	0	0	0	0	0	0
Unc80	16	10	19	26	18	27	29	31	11	27	25	33
Mrpl11	1412	1178	1417	1154	2522	441	2633	770	1182	964	761	1462
AK138361	0	0	0	0	0	0	0	0	0	0	0	4
AB348327	0	0	0	0	0	0	0	0	0	0	0	0
Gins4	1322	1185	1322	999	2315	456	2368	768	1002	1181	795	1253
4930404N11Rik	64	90	69	52	137	40	123	76	60	52	46	72
Cpm	236	466	487	130	658	480	812	575	190	441	103	462
Fbp2	0	1	1	4	4	6	5	6	2	0	0	0
4930423M02Rik	0	1	0	0	0	0	2	0	0	0	0	0
AK076902	0	0	0	0	0	0	0	0	0	0	0	0
Creb5	102	64	60	36	212	287	188	320	55	63	70	74
4933433G19Rik	3	4	3	3	2	4	5	2	3	1	1	2
Spout1	1155	952	1047	850	1725	444	1861	792	1040	965	614	1090
AK021001	7	7	6	16	14	7	6	10	0	9	14	8
Nmnat2	144	104	448	262	148	135	160	275	127	527	213	512
DQ544943	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf1	100	113	108	86	285	68	283	113	129	87	83	107
Ifi211	18	4	5	2	10	7	3	7	6	0	1	5
AK045137	8	14	14	12	26	12	33	9	8	6	6	18
Add1	4851	3026	3165	3275	5552	2742	5940	4105	3994	3838	2621	3542
Tctex1d1	2	0	0	4	3	1	5	10	3	3	0	7
Il1f10	0	0	0	0	0	0	0	1	0	0	0	0
AK084911	4	3	6	3	8	7	9	10	5	5	4	7
DQ702734	0	0	0	0	0	0	0	0	0	0	0	0
Rpf1	1062	921	1240	860	1730	367	1983	622	816	921	695	1120
Slc25a53	206	218	191	179	402	128	427	189	170	162	136	202
Melk	1615	1298	1691	1242	2470	451	2775	744	1359	1580	1196	1501
DQ716796	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r109	0	0	0	0	0	0	0	0	0	0	1	0
DQ727184	0	0	0	0	0	0	0	0	0	0	0	0
Pbx2	2631	3979	4741	3712	7089	1275	7114	1891	2468	4325	2633	4688
4931414P19Rik	259	226	261	228	454	135	501	181	211	238	150	266
Vmn1r10	0	0	0	0	0	0	2	0	0	1	0	0
Apeh	630	573	835	701	1207	313	1341	499	570	820	527	962
Inha	54	80	44	37	107	120	125	181	55	40	36	65
Adamts4	183	134	160	224	331	270	318	372	175	150	164	234
DQ561355	0	0	0	0	0	0	0	0	0	0	0	0
Mir5106	0	0	0	0	0	0	0	0	0	0	0	0
mdab1	0	0	0	0	0	0	0	0	0	0	0	0
AW554918	533	403	368	344	728	291	903	394	405	463	375	454
Ap3b1	1747	1365	1398	1122	2283	941	2444	1364	1440	1388	986	1403
Fcrls	398	43	11	33	88	151	94	231	345	17	27	40
AK133333	6	4	10	2	4	18	5	1	1	5	10	6
DQ560072	0	0	0	0	0	0	0	0	0	0	0	0
Olfr704	0	0	0	1	0	0	0	0	0	0	0	0
AK081796	57	53	72	67	75	78	110	47	33	68	70	82
Gfm1	1126	1020	1188	882	1893	422	2047	644	907	1085	710	1111
Alg13	498	444	590	410	920	253	876	342	419	628	446	558
Arntl2	82	40	28	28	93	61	96	65	73	31	20	33
H2-M9	0	1	0	0	0	0	2	0	0	0	2	0
DQ686395	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0	0	0	0	0	0	0
DQ545423	0	0	0	0	0	0	0	0	0	0	0	0
AK132765	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1037	1	1	0	0	0	0	2	0	0	0	0	0
Mir5623	0	0	0	0	0	0	0	0	0	0	0	0
AK020109	15	10	16	9	18	19	23	14	6	10	14	29
Fam26f	8	6	2	1	11	5	18	5	7	5	2	6
AK144862	0	1	1	0	2	0	0	2	0	2	2	1
Coq8b	394	301	307	315	515	208	576	323	360	327	248	375
Npc1	910	610	651	583	1142	570	1208	756	649	663	519	676
Sh3rf3	37	26	37	28	89	145	96	169	29	42	19	38
Scarf2	1976	1238	782	594	2235	1149	2418	1670	1771	629	310	988
Ldb1	3102	3282	3481	2953	6213	1979	6356	2880	2631	3347	2150	3566
Ano9	29	32	15	17	41	47	33	49	19	11	9	8
Vmn2r1	2	8	2	1	17	2	1	6	4	4	5	8
Fdxr	204	206	243	211	388	101	383	148	163	213	147	238
AK172129	5	0	0	0	0	2	1	5	0	1	0	2
Cyp2e1	13	19	18	10	32	13	27	16	7	17	15	21
Kif6	106	62	43	35	94	30	111	34	61	43	33	56
Smg1	4394	3938	4727	3245	6984	3749	7851	4447	3106	6107	4098	4640
Tlx1	1	2	10	40	8	17	4	23	7	8	30	19
Slc4a4	514	160	249	172	287	185	315	284	343	278	197	209
Gm14164	0	4	1	0	9	1	7	3	1	2	2	3
Nagk	424	149	128	123	280	203	325	336	370	101	91	152
Stum	9	24	135	132	48	61	44	80	21	167	172	105
AK079692	12	10	36	15	34	43	24	34	6	25	13	24
Cep250	1224	1264	1931	1237	2022	1015	2298	1326	1075	2124	1315	1726
Xirp2	1	2	0	2	4	0	6	0	4	3	10	1
Ints4	1573	1512	1466	1161	2646	760	2793	1017	1240	1546	900	1460
Ssxb6	0	0	0	0	0	0	0	0	0	0	0	0
AK136253	0	2	0	0	0	0	0	0	0	0	0	0
Epha5	275	81	89	149	185	167	182	215	234	140	284	144
Sapcd1	151	5	16	22	23	29	19	37	105	8	8	32
AK051368	13	21	22	6	28	12	23	11	12	18	10	12
AK044300	28	21	27	17	47	20	49	27	28	36	22	49
Igll1	0	0	0	0	2	3	2	1	0	0	1	0
Sox3	3	2	266	224	1	5	4	13	0	311	382	159
Tram1l1	156	126	145	135	230	110	269	179	146	165	85	185
Pfn4	38	35	28	29	53	49	47	49	31	22	17	18
AK195979	2	9	3	7	12	7	8	2	4	8	2	5
Hpgd	195	92	65	79	217	204	234	360	152	68	43	80
Pdxp	476	705	829	681	1431	283	1418	532	444	795	495	876
Prl3b1	0	17	16	7	43	0	38	0	0	5	5	14
Becn1	1563	1234	1451	1112	2271	797	2471	1175	1260	1519	971	1550
Pik3c2a	3124	2707	2329	2003	4562	1825	4956	2157	2365	2637	1774	2201
AK015956	23	6	9	2	8	11	11	18	11	4	4	4
Atp7b	41	36	80	69	85	27	86	50	41	90	103	81
Car10	0	1	6	7	6	70	8	77	0	19	11	10
Rad51c	228	164	220	153	319	62	331	111	176	198	137	245
Zc4h2	456	558	441	376	889	222	973	319	339	487	333	524
Kank1	1066	1119	1123	730	1927	473	2076	698	967	1153	718	998
Gstz1	506	433	352	289	775	288	854	394	471	309	210	412
Rab3gap2	1261	1038	1072	800	1785	733	1951	1051	988	1295	731	1081
B230216N24Rik	71	90	129	95	175	150	241	115	52	197	181	118
DQ550026	0	0	0	0	0	0	0	0	0	0	0	0
