Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Ptpn4	7.41	8.01	7.81	6.04	5.24	7.55	6.02	6.8	5.48	12.41	8.72	6.22
AK084665	4.51	9.88	8.64	6.09	6.45	4.94	6.15	5.81	5.4	7.42	6.83	6.48
Golph3l	15.03	19.14	15.05	12.79	13.61	15.86	14.46	13.64	11.92	24.08	12.87	12.29
Thsd1	5.05	2.42	3.03	1.97	1.41	2.83	1.57	2.62	4.7	3.07	2.01	2.51
Mir1198	0	0	0	0	0	0	0	3.25	0	4.11	0	0
Ccr4	0.06	0.39	0.17	0.14	0.24	0.23	0.22	0.23	0.05	0.65	0.6	0.06
Ascc3	11.04	13.01	13.21	9.21	9.81	15.47	10.62	13.47	8.99	17.28	11.18	10.35
Pou3f2	0.02	0.32	21.65	10.52	0.19	0.16	0.19	0.32	0.01	35.07	26.01	14.35
FJ541094	0	0	0	0	0	0	0	0	0	0	0	0
AB336633	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf13	35.39	51.06	44.6	32.72	39.17	24.53	40.07	28.07	31.83	51.32	33.88	33.25
Prpsap1	46.24	50.32	61.19	45.57	39.98	38.69	40.71	39.63	40.45	65.78	49.6	45.67
Exosc2	39.34	59.95	58.98	46.97	49.52	30.02	51.05	30.24	36.87	60.43	43.47	42.23
Krt28	0.04	0.12	0.1	0.24	0.1	0	0.07	0.05	0.04	0.06	0.3	0.04
Reep3	8.3	11.09	9.92	7.95	8.03	18.32	8.45	15.33	6.46	16.31	11.02	8.36
D6Ertd527e	0.02	0.15	0	0.03	0.1	0.14	0.11	0.03	0.08	0.2	0.08	0.05
AK005712	0	0	0.34	0.22	0.34	0.34	0.5	0	0.09	0.95	0.65	0.26
Epha4	8.43	64.04	24.15	19.65	43.89	42.97	46.19	38	7.14	39.84	21.96	22.9
Gm5111	0.12	0	0.08	0.15	0.08	0	0.12	0.16	0.12	0.2	0.1	0
AB351862	0	0	0	0	0	0	0	0	0	0	0	0
Acsm2	0	0.01	0	0	0.04	0.02	0.02	0.04	0.01	0.1	0.09	0.01
Olfr765	0	0	0	0	0	0	0	0	0	0	0.2	0
Grn	23.03	11.88	9.67	8.89	9.25	21.7	9.4	19.96	20.03	10.41	9.47	8.61
Nt5m	16.67	16.19	18.21	16.03	13.81	20.31	15.1	19.14	16.03	19.03	15.11	15.44
Olfr698	0	0	0	0	0.04	0	0	0.08	0	0	0.1	0
AB342020	0	0	0	0	0	0	0	0	0	0	0	0
Ecd	22.89	32.77	31.91	24.8	26.61	20.41	27.21	19.86	20.93	40.26	25.81	24.58
Rita1	8.58	12.55	9.36	7.39	8.85	7.57	9.99	9.11	7.8	12.52	5.75	7.9
Nexmif	3.86	1.65	0.83	0.65	0.95	3.81	1	2.66	2.29	1.46	0.81	0.82
Rem1	2.77	0.44	0.49	0.31	0.2	0.79	0.29	1.07	2.88	0.17	0.14	0
Cd200	15.72	1.44	1.25	1.86	2.74	10.67	0.98	14.21	16.17	0.85	2.87	2.53
D16601	0	0	0	0	0	0	0	0	0	0	0	0
Klhl26	7.69	11.67	7.69	6.89	8.81	10.5	9.83	12.38	7.58	11.73	7.83	7.79
DQ686147	0	0	0	0	0	0	0	0	0	0	0	0
AK043332	0	0	0.07	0.28	0.11	0.05	0.13	0.37	0	0	0.14	0.14
4930425O10Rik	0	0.06	0	0	0	0.15	0.03	0.05	0	0	0	0
Abhd6	2.72	3.46	3.61	3.1	2.77	4.48	3.11	4.22	1.93	4.67	3	2.64
Sgk2	0.11	0.18	0.03	0.06	0.11	0	0.06	0.03	0	0.11	0.03	0.09
Ccl21c	12.04	0.65	0	0	0	6.2	0	3.24	13.08	0.64	0	0.5
Cdkl5	1.46	1.94	3.05	2.31	1.51	3.19	1.65	2.87	2.01	4.69	3.27	2.14
Anpep	0.95	1.5	0.89	1.03	1.39	3.19	1.34	2.68	1.01	1.49	1.14	1.06
Adamts8	0.91	0.35	0.46	0.47	0.21	1.14	0.37	1.37	1.53	0.67	0.33	0.46
Gm4926	0	0	0	0	0.02	0	0	0	0	0	0	0
Gulo	0.16	1.1	0.43	0.21	0.85	0.19	0.87	0.38	0.12	0.36	0.08	0.39
Mir6940	0	0	0	0	0	0	0	0	0	0	0	0
LOC100041034	0	0	0	0	0	0.07	0.02	0.05	0.04	0	0	0
KY467768	0	0.11	0.09	0.09	0.02	0	0.07	0.14	0.04	0.06	0.06	0.11
DQ690342	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a6	1.89	2.11	2.74	1.87	2.14	1.52	1.72	1.63	1.86	3.55	2.29	2.21
Car7	0.03	0.34	1.49	0.5	0.22	0.22	0.21	0.07	0.12	1.11	0.6	0.73
DQ703388	0	0	0	0	0	0	0	0	0	0	0	0
Snx33	11.3	12.49	9.3	7.93	8.96	11.47	10.03	11.9	9.84	13.53	7.87	6.97
4930549G23Rik	0.22	0.75	1.25	1.2	0.77	1.15	1.04	0.62	0.82	2.01	2.3	1.15
Pcsk9	1.81	1.4	4.6	1.4	1.34	1.46	1.7	1.54	1.42	6.23	1.88	3.29
Dpt	2.5	0.43	0	0.09	0.27	14.06	0.32	8.95	3.74	0.17	0.16	0.31
AK202543	2.53	6.64	0	7.48	2.77	6.1	5.19	3.45	8.16	8.09	1.53	3.59
AK049951	4.86	6.3	5.53	5.68	6.32	7.33	7.09	8.6	4.56	7.97	5.94	5.15
AK141714	0.36	0.77	0.9	0.39	0.51	0.36	0.34	0.79	0.14	0.39	0.53	0.37
Cyp3a44	0	0	0	0	0.02	0	0	0	0	0.05	0	0
DQ564617	0	0	0	0	0	0	0	0	0	0	0	0
Bicd2	15.12	21.29	17.91	14.52	14.87	20.04	16.07	19.37	14.67	29.55	18.78	15.34
AK045932	0	0.04	0.03	0	0.05	0.05	0.02	0	0	0.17	0.09	0.05
Ccdc180	0.04	0.03	0.01	0	0.02	0	0.02	0.01	0.05	0.14	0.22	0.02
AK028583	1.62	3.07	5.57	4.88	2.03	6.2	2.28	5.56	1.96	8.28	4.74	6.35
Dync2li1	13.85	14.68	13.59	12.27	12.07	11.83	13.57	14.96	12.62	13.99	11.26	9.73
Gm5414	0	0	0	0	0	0	0.04	0.03	0	0.06	0	0
Kcnh2	3.22	4.43	15.65	6.33	2.93	3.3	3.79	2.5	4.73	18.4	8.09	10.64
Gabarap	188.39	147.3	156.96	139.7	135.85	187.64	147.65	190.13	164.98	150.18	113.56	130.01
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0.01
AB336345	0	0	0	0	0	0	0	0	0	0	0	0
AK016335	0.17	0	0.23	0.22	0.29	0.17	0.4	0.12	0.18	0.44	0.14	0.44
EF651831	0	0	0.43	0	0.65	0	0	0	0	0.63	0.72	0.46
Tubb2b	69.63	142.51	401.89	396.37	117.8	284.56	120.85	294.78	82.01	511.73	462.94	421.28
AK031066	0.02	0.08	0.14	0.06	0.06	0	0.08	0.09	0	0.44	0.18	0.15
Srsf1	188.87	323.4	281.79	213.24	226.83	145.01	234.15	145.75	168.43	362.35	217.65	212.02
Magee1	6.49	8.06	4.41	5.91	5.53	9.25	5.9	9.38	5.19	7.1	7.08	5.31
Olfr819	0	0	0	0	0	0	0	0	0	0	0	0
Cdh19	0.17	0.53	0.54	0.29	0.29	1.65	0.51	1	0.2	0.35	0.43	0.34
Thap11	44.64	58.56	50.8	42.66	43.88	35.08	46.57	37.94	37.25	63.34	43.7	42.76
Fdx1	25.13	16.67	15.37	11.37	18.21	16.17	19.45	16.32	26.47	12.57	8.8	14.2
Fam53c	13.12	19.96	17.33	12.07	13.67	17.64	14	16.27	12.06	25	13.96	14.05
Zdhhc5	19.57	27.78	24.71	17.8	20.36	24.11	20.87	21.31	17.41	35.04	20.01	18.46
Ppp4r1	23.6	36.45	33.58	27.72	28.7	25.48	31.08	25.45	22.89	49.99	33.91	26.9
Mir150	0	0	0	0	0	0	0	0	0	0	0	0
Cox4i2	8.63	13.47	4.17	4.39	13.58	5.66	14.15	9.81	9.5	3.46	3.97	3.17
DQ694964	0	0	0	0	0	0	0	0	0	0	0	0
DQ709196	0	0	0	0	0	0	0	0	0	0	0	0
DQ552163	0	0	0	0	0	0	0	0	0	0	0	0
Pdss2	5.09	7	9.14	7.56	5.3	5.56	6.11	5.32	4.03	9.72	7.33	6.22
1810058I24Rik	28.7	27.01	36.21	31.48	26.39	29.59	32.01	30.58	27.1	36.92	30.55	26.74
DQ562927	0	0	0	0	0	0	0	0	0	0	0	0
AK144823	0	0.07	0.06	0.12	0	0	0.12	0.06	0.05	0	0.15	0
Hist1h2bj	928.76	506.3	1096.32	1057.82	714.24	445.46	707.15	370.98	992	738.84	1700.84	1303.84
DQ547919	0	0	0	0	0	0	0	0	0	0	0	0
Qrfp	0.23	0.93	0.28	0.44	0.46	0.54	0.47	0.22	0.08	0.31	0.27	0.33
Ibsp	0.44	0.09	0.36	0.07	0.02	35.79	0.02	30.63	0.49	0.33	0.09	0.14
Fibp	30.4	38.45	38.5	26.51	29.04	32.92	31.28	32.73	22.41	36.86	27.02	27.05
Dgat2l6	0	0	0	0	0	0	0	0	0	0.06	0	0
Psg-ps1	0	0	0	0.04	0	0	0	0	0	0	0.09	0
Oog2	0	0	0	0	0	0	0	0.04	0	0	0	0
Pappa2	11.65	0.87	1.64	0.76	0.79	6.24	0.81	5.25	8.89	1.56	0.96	1.26
Trbv2	0	0	0	0	0	0	0	0	0	0	0.18	0
Cenpj	4.93	9.82	8.49	6.49	6.85	5.59	7.16	5.56	4.49	14.81	9.53	7.13
Ifngr1	20.42	12.52	10.27	10.16	11.2	13.23	10.95	12.21	16.95	11.11	8.97	9.17
Mir7663	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	0.42	3.16	2.69	2.31	2.4	7.55	2.23	7.5	1.36	3.99	2.45	2.58
DQ704149	0	0	0	0	0	0	0	0	0	0	0	0
AK205396	0	0	0	0	0	0	0	0	0	0	0	0
Il4ra	5.73	2.02	2.16	2.34	1.4	5.99	1.55	5.36	4.87	2.75	1.86	1.99
Sh3d19	6.72	8.06	5.24	4.04	5.52	8.85	6.01	7.48	5.63	9.3	5.07	4.29
Gm20750	0	0	0	0.04	0.05	0.03	0.01	0.06	0	0.03	0.02	0
Mir6398	0	0	0	0	0	0	0	0	0	0	0	0
DQ544207	0	0	0	0	0	0	0	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0	0.06	0	0	0	0	0
DQ725557	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1318	0	0	0	0	0.07	0	0.07	0	0	0	0.08	0
Mir3093	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r46	0	0	0	0	0	0	0.04	0	0	0	0.1	0
AK079958	0	0	0	0	0	0	0	0	0	0.22	0	0
DQ722314	0	0	0	0	0	0	0	0	0	0	0	0
AK146690	1.28	1.28	2	1.44	1.21	3.27	1.35	1.34	1.02	1.19	1.69	1.7
DQ704652	0	0	0	0	0	0	0	0	0	0	0	0
Coch	1.08	0.66	1.59	0.77	0.83	2.93	1.1	2.85	1.01	1.75	1.13	1.36
DQ725705	0	0	0	0	0	0	0	0	0	0	0	0
Adamts1	33.77	18.51	18	8.41	13.85	27.35	14.36	27.46	26.68	17.01	9.14	12.41
Ly6g	0.12	0	0.08	0	0.08	0	0.04	0.08	0	0	0	0
Hist1h4k	1814	1486.3	1905.17	2348.15	2426.43	1017.95	2098.93	959.63	2027	1147.18	2549.76	2824.84
Park7	231.26	231.04	239.1	183.05	218.01	159.1	232.75	172.84	224.46	230.43	174.15	190.8
Tshz2	9.62	8.13	5.39	2.08	5.65	8.75	6.56	8.31	9.55	10.24	1.9	4.42
Mir6988	0	0	0	0	0	0	0	0	0	0	0	0
Camsap3	1.91	6.69	6.08	6.78	4.6	7.74	6.23	6.92	1.26	6.94	6.94	4.29
Zfp120	4.93	5.66	4.38	3.07	4.01	4.62	3.67	3.92	4.74	7.01	3.69	3.32
Olfr259	0	0	0	0	0	0	0	0	0	0	0	0
Pfkl	65.65	98.51	103.47	73.54	78.05	48.43	81.32	50.77	57.22	139.48	95.06	80.64
Itgb1bp1	21.12	21.53	20.2	18.29	20.36	20.41	21.64	21.79	22.99	16.55	16.07	16.18
Olfr1467	0	0.1	0	0	0.04	0	0	0	0	0	0.1	0
Ripor2	3.25	1.46	2.03	1.81	1.04	6.63	1.05	6.96	3.04	2.89	2.3	2.17
DQ690109	0	0	0	0	0	0	0	0	0	0	0	0
Zyg11a	0.12	0.15	0.15	0.03	0.11	0.19	0.14	0.03	0.1	0.04	0.12	0.07
Gm7173	0.09	0.3	0.37	0.58	0.41	0.7	0.23	0.48	0.18	0.44	0.4	0.1
Slc22a26	0	0	0	0	0	0	0	0	0	0	0.04	0.03
Pla2g16	1.8	1.4	1.41	2.26	1.77	2.29	1.88	2.35	2.47	1.47	1.58	1.59
DQ698355	0	0	0	0	0	0	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0	0	0	0	0	0	0
Olfr368	0	0.09	0	0	0	0	0.04	0.08	0	0.1	0.19	0
Pkd2l2	0.55	1.5	0.91	0.45	1.04	1.35	1.21	1.01	0.82	0.98	0.67	0.88
Tmc8	0.59	0.52	0.47	0.64	0.4	0.7	0.32	0.26	0.58	0.81	0.75	0.63
Cd1d1	9.86	6.02	3.41	2.49	4.26	10.29	4.5	7.47	8.92	5.24	3.77	3.64
DQ688869	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0.32	0.26	0	0	0.36	0	0.2	0	0
5830454E08Rik	1.81	2.43	1.36	1.73	2.44	2.05	2.12	2.66	1.59	1.75	0.26	1.3
Zfp72	5.03	3.72	3.99	2.7	2.32	4.11	2.74	3.22	2.67	4.43	2.53	2.43
Dtwd2	2.31	4.53	4.57	3.8	3.38	3.65	3.66	2.76	2.26	5.5	4.11	3.09
Gigyf1	5.99	9.82	12.53	7.7	6.76	9.97	7.64	9.08	5.32	15.02	8.51	9.82
AK186390	0	0	0	1.9	0.23	0	0	1.72	0.61	0	0.39	0
AK038224	0.8	0.12	0.02	0.03	0.13	2.23	0.09	1.06	0.71	0.02	0.13	0.05
DQ716622	0	0	0	0	0	0	0	0	0	0	0	0
DQ718464	0	0	0	0	0	0	0	0	0	0	0	0
Taco1	12.67	21.37	18.32	13.77	18.1	12.95	18.85	13.87	13.32	20.27	17.63	16
DQ707729	0	0	0	0	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slc37a3	12	15	12.81	9.91	11.43	16.55	12.19	15.75	8.3	20.83	12.61	12.76
Creld1	8.82	7.63	11.38	10.55	6.07	8.27	5.65	7.52	7.33	13.49	9.53	11.25
Olah	0	0.17	0	0	0.05	0.21	0.21	0.19	0	0	0	0
Vmn1r17	0	0	0	0	0	0	0	0	0	0	0	0
Ttc41	0.92	1.09	2.12	1.38	1.25	1.07	1.14	0.88	0.79	2.59	1.92	1.35
Mir698	0	0	0	0	0	0	0	0	0	0	0	0
AK047199	0	0	0.03	0.03	0.05	0.04	0.02	0	0	0.03	0.17	0
1700025M24Rik	0	0	0.1	0	0.07	0	0	0	0	0.18	0	0
Gm10046	2.42	1.15	2.49	1.14	1.18	3.64	1.75	5.79	2.68	1.31	1.36	1.78
Ptpn9	25.29	30.93	20.93	18.5	22.71	25.79	24.38	25.64	21.72	31.47	20.01	17.05
DQ553245	5.51	8.89	6.49	5.08	5.33	6.41	5.98	6.42	5.02	9.25	7.3	5.12
Slc25a12	9.89	10.82	10.53	10.56	8.81	13.35	9.19	14.7	9.16	14.32	11.45	9.47
DQ724562	0	0	0	0	0	0	0	0	0	0	0	0
DQ724986	0	0	0	0	0	0	0	0	0	0	0	0
Gm128	0.33	0.54	0.39	0.29	0.45	0.44	0.56	0.45	0.31	0.7	0.55	0.11
DQ549743	0	0	0	0	0	0	0	0	0	0	0	0
Uevld	9.01	11.69	9.74	8.47	8.75	11.62	9.51	9.12	7.07	12.95	10.37	7.64
Ndc1	23.24	32.83	31.28	21.33	22.44	17.23	25.56	16.93	22.74	37.46	23.91	23.01
Trbv19	0	0	0	0	0	0	0	0	0	0	0	0
AB341107	0	0	0	0	0	0	0	0	0	0	0	0
Gpr20	0.2	1.21	1.77	0.94	1.4	0.7	1.6	0.56	0.77	2.49	1.3	1.23
DQ686547	0	0	0	0	0	0	0	0	0	0	0	0
Plvap	19.35	11.95	19.57	9.99	7.95	10.79	8.38	10.56	18.66	18.3	9.41	15.02
Bst1	0.52	0.13	0	0	0.02	0.05	0.07	0.07	0.17	0	0	0.03
Slc35g1	4.01	8.14	13.02	9.36	6.92	12.66	7.2	7.04	3.47	16.44	16.42	9.1
Slfn4	0.08	0.05	0	0.12	0.15	0.22	0.25	0.15	0.09	0.15	0.04	0.02
Tlnrd1	28.76	38.37	24.45	21.79	27.91	16.5	29.75	19.98	26.52	36.77	23.54	19.88
Defa37	0	0	0	0	0	0	0	0	0	0	0	0
Mir676	0	0	0	0	0	0	0	0	0	0	0	0
DQ727246	0	0	0	0	0	0	0	0	0	0	0	0
DQ692353	0	0	0	0	0	0	0	0	0	0	0	0
Tead1	8.12	8.45	12.12	9.37	6.59	16.77	7.14	12.65	6.93	20.88	14.79	8.93
Serpina6	1.77	0	0	0	0	0.13	0.04	0.09	0.07	0	0	0
Psme2b	0.79	0.68	1.42	0.2	0.47	1.13	1.48	2.44	0.49	1.03	1.83	0.6
Snrnp48	24.46	38.84	36.06	22.59	27.26	25.04	29.96	22.02	20.16	40.47	27.35	26.39
Gm10421	0	0	2.44	1.68	0	0.14	0	0.18	0	1.64	3.41	0.63
AK164019	0.47	0.67	1.1	0.39	0.43	1.15	0.59	0.62	0.2	1.26	0.56	0.64
Zfp33b	9.73	7.2	9.64	5.56	5.16	11.72	5.26	8.44	6.92	14.41	8.04	8.01
Slc10a6	0.12	0	0	0.03	0.05	0.05	0.05	0.37	0.45	0.04	0.08	0.03
Mir7048	0	0	0	0	0	0	0	0	0	0	0	0
Med26	6.78	8.12	7.73	5.79	5.98	7	5.93	6.84	5.75	12.01	7.28	5.51
Prss23	14.8	17.43	16.43	12.99	12.26	36.62	14.79	43.02	16.83	15.96	11.48	12.4
BC061195	0	0	0.14	0	0	0	0	0.14	0.11	0	0	0
Lonp2	16.52	26.54	20.03	16.65	19.35	22.51	19.91	23.18	17.72	27.03	18.05	18.35
Colca2	3.09	0.57	0.63	0.73	0.44	2.53	0.86	1.65	3.23	1.64	0.65	0.67
DQ694559	0	0	0	0	0	0	0	0	0	0	0	0
Esp6	0	0	0	0	0	0	0	0	0	0	0	0
G630071F17Rik	0.05	0.39	0.12	0.3	0.34	0.2	0.39	0.11	0.02	0.57	0.9	0.27
Tcap	2.09	0.49	1.34	0.08	0.52	3.59	0.16	2.26	4.81	0.31	0.2	1.66
Ints5	19.78	22.64	27.7	18.05	16.12	14.25	17.91	15.43	17.83	37.16	21.12	21.32
Phldb3	0.69	2.6	0.55	0.99	2.2	4.6	2.5	4.83	0.52	0.83	0.23	0.69
Olfr788	0	0	0	0	0	0	0	0	0	0	0.1	0
DQ714897	0	0	0	0	0	0	0	0	0	0	0	0
Rb1	1.91	4.08	6.61	4.45	3.07	8.03	3.14	7.43	1.69	10.19	8.33	4.54
Enam	0	0.05	0	0.04	0.06	0	0.04	0.03	0	0.03	0.03	0
Ackr1	0.57	0.39	0.63	0.87	0.32	0.86	0.53	0.97	0.51	1.23	0.48	1.04
Lrrn4cl	2.69	2.77	4.45	2.62	2.2	4.41	2.33	3.29	2.5	3.62	4.44	2.67
Olfr1385	0	0	0	0	0.16	0	0	0	0	0	0	0.06
Pnpla5	0	0	0	0.04	0	0	0.02	0	0	0.11	0	0.13
AK077303	0.45	0.53	1	0.28	0.4	0.77	0.46	0.51	0.21	0.9	0.89	0.8
Mir378a	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	10.63	14.6	13.85	14.61	14.4	8.8	14.24	10.69	10.7	13.32	15.17	11.6
Defb5	0	0	0	0	0	0	0	0	0	0	0	0
Gm30173	0	0	0.07	0	0.03	0	0.06	0	0	0.17	0	0
Sgcz	0.49	0.22	0.18	0.03	0.16	1.11	0.06	0.73	0.3	0.11	0.04	0.16
Tgds	9.86	9.69	9.72	7.73	7.01	8.57	8.03	8.03	8.95	11.3	7.12	7.65
DQ565224	0	0	0	0	0	0	0	0	0	0	0	0
Taf5l	22.22	33.87	28.38	23.1	24.12	19.58	24.02	23.23	20.61	34.65	21.15	21.72
Gm16386	2.66	6.48	4.31	3.43	3.92	5.71	4.1	4.78	2.12	6.41	4.99	4.2
Tmem14c	103.73	87.9	112.59	107.61	86.48	69.76	90.52	85.64	100.02	109.78	83.86	101.1
Olfr1480	0	0	0	0	0	0	0	0	0	0	0.2	0
Tpcn2	3.56	4.61	3.8	2.94	3.6	6.79	3.81	4.94	3.45	4.47	2.29	3.03
DQ544103	0	0	0	0	0	0	0	0	0	0	0	0
AK157220	0.08	0.02	0	0	0	0.25	0	0.21	0	0.05	0.02	0.04
Olfr578	0	0	0	0	0.12	0	0	0.08	0	0	0.1	0.06
A430078G23Rik	2.08	4.46	4.28	3.24	4.24	6.26	4.58	3.9	2.06	7.26	9.78	4.34
Foxp3	0.14	0.35	0.42	0.28	0.25	0.37	0.21	0.38	0.13	0.57	0.42	0.25
Mir6397	0	0	0	0	0	0	0	0	0	0	0	0
AK171116	0.76	1.5	0.38	1.14	1.28	0.08	0.44	1.31	0	0	0	0.26
Fgf5	0.48	0.79	1.04	0.06	0.49	0.59	0.45	0.6	0.4	1.57	0.04	0.93
Tcfl5	1.5	0.59	1.66	2.05	0.96	0.88	0.51	1.14	1.61	2.88	1.56	1.5
Gm1943	0.29	6.21	0.84	0.11	4.99	0.39	7.21	0.13	0.22	0.36	0	0.32
Gm10538	0	0.05	0.08	0.11	0.02	0.06	0.02	0.12	0.06	0.44	0.62	0.21
H2-M10.2	0.57	0.37	0.28	0.42	0.32	1.02	0.28	0.08	0.24	1.19	0.66	0.64
DQ558508	0	0	0	0	0	0	0	0	0	0	0	0
DQ692659	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l	5.23	4.18	3.39	2.83	2.84	5.29	2.74	5.38	4.64	4.18	3.86	2.78
Ncbp1	47.44	74.8	78.31	56	58.72	41.69	59.95	42.37	40.73	98.52	68.81	61.04
Olfr366	0	0	0	0	0	0	0.04	0	0	0	0	0
Ephb2	6.15	14.13	14.94	13.59	10.69	16.71	10.68	15.47	6.14	19.22	25.53	11.17
DQ715804	0	0	0	0	0	0	0	0	0	0	0	0
AK142627	2.21	5.68	6.11	2.87	3.74	9.89	4.38	6.56	2.14	10.65	9.15	5.58
Stk25	33.83	43.01	33.33	30.24	33.49	41.19	36.01	45.2	33.01	45.61	29.45	30.12
Mob1a	56.49	54.24	45.46	33.3	43.7	46.52	43.59	45.13	47.07	60.66	35.95	39.37
Gsk3b	16.29	24.23	27.96	19.47	17.78	28.63	18.26	24.33	12.57	49.32	29.08	22.4
Olfr843	0	0	0	0.07	0	0	0.03	0	0	0	0	0
Cst10	0	0	0	0	0	0	0.05	0	0	0.13	0	0
Serpinf2	1.55	0.16	0.22	0.38	0.1	0.05	0.11	0.13	0.15	0.17	0	0.2
Cyp2c40	0	0	0	0.04	0	0	0.04	0	0	0	0.1	0
DQ696963	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r79	0	0.15	0.16	0.04	0	0	0.02	0	0.07	0	0	0
DQ724078	0	0	0	0	0	0	0	0	0	0	0	0
Kcnd1	0.52	0.53	0.7	0.3	0.23	0.95	0.23	0.85	0.52	0.63	0.75	0.6
Rnf34	26.93	53.52	46.44	39.34	38.55	32.93	41.44	29.47	24.48	54.21	40.37	39.67
DQ698532	0	0	0	0	0	0	0	0	0	0	0	0
Mir6337	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a2	0.08	0.1	0.26	0.04	0.11	0.11	0.04	0.11	0.06	0.15	0.14	0.14
DQ561971	0	0	0	0	0	0	0	0	0	0	0	0
Usp4	37.67	48.33	48.03	36.43	37.8	39.65	39.94	39.68	33.97	68.14	42.59	40.53
Lhx5	0.03	0.57	2.44	5.57	0.3	0.38	0.13	0.21	0.02	4.82	11.15	3.3
Card11	0.09	0.18	0.05	0.02	0.21	0.26	0.17	0.17	0.04	0.22	0.14	0.03
Kmt5c	15.39	28.43	29.42	23.46	22.29	18.93	23.58	19.5	14.99	41.84	24.66	26.9
Smyd1	3.71	3.18	2.9	0.2	2.13	8.46	2.14	10.05	7.06	4.84	0.63	3.29
Zfp141	7.42	12.9	8.75	6.43	9.07	9.88	9.19	8.23	6.07	12.93	7.94	7.15
DQ713480	0	0	0	0	0	0	0	0	0	0	0	0
Stamos	0.79	1.53	1.63	1.68	1.27	0.87	0.47	0.49	0.61	1.98	1.08	0.82
AB348727	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	8.02	10.05	10.04	8.22	7.3	8.59	7.53	7.32	5.94	12.42	8.7	7.78
Kcna10	0	0.06	0	0.05	0	0	0	0.05	0	0.06	0	0
Sall4	0.12	6.15	17.03	11.98	4.25	0.08	5.01	0.2	0.11	31.98	18.05	11.44
Prr14	7.52	11.93	13.36	10.43	7.73	12.55	8.97	11.28	7.97	16.7	12.94	9.75
DQ689950	0	0	0	0	0	0	0	0	0	0	0	0
Atad1	31.94	48.22	35.85	30.63	32.99	32.56	34.78	29.1	25.89	41.9	29.85	29.14
Csrp1	175.34	57.82	64.9	44.07	44.37	59.74	47.96	69.53	157.42	71.67	34.05	55.29
Exoc2	21.79	21.16	19.72	18.87	16	18.08	17.1	17.6	19.03	26.07	17.39	15.77
Vstm5	0.62	0.79	0.46	0.38	1.03	3.6	0.99	2.57	0.74	0.55	0.8	0.47
Vav1	1.66	0.58	0.54	0.73	0.46	1.83	0.46	1.06	1.29	0.9	0.61	0.52
DQ712552	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc110	0	0.16	0.05	0	0.01	0.04	0.11	0.05	0.04	0.07	0	0.02
Katnbl1	14.01	19.33	17.25	13.39	13.71	16.71	14.05	14.59	10.89	20.32	11.1	13.16
AK137608	0.11	0.09	0.11	0.09	0.1	0.33	0.04	0.2	0.03	0.08	0.24	0.1
Gm10745	0	0	0	0	0.1	0	0.05	0	0	0	0	0
AB348697	0	0	0	0	0	0	0	0	0	0	0	0
Virma	24.9	32.32	27.12	19.86	23.58	26.12	25.3	25.73	22.42	40.78	24.08	22.79
Ppargc1a	0.66	1.04	0.46	0.31	0.92	1.7	0.81	1.45	0.76	0.83	0.49	0.37
4930511M06Rik	5.49	11.28	13.04	10.15	8.99	17.88	9.09	10.81	5.13	19.45	17.63	9.79
Prok2	0.04	0	0.11	0.05	0.36	0.15	0.34	0.11	0	0.14	0.21	0
Olfr1022	0	0	0	0	0	0	0	0	0	0	0	0
Fzd8	5.94	10.4	13.12	11.38	8.51	18.52	8.24	19.82	7.14	14.7	11.94	10.14
DQ561838	0	0	0	0	0	0	0	0	0	0	0	0
AB352058	0	0	0	0	0	0	0	0	0	0	0	0
